timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
65.604,0.062844,0.12016,0.130372,0.026009,idle,1,0.01999999999999602,0.06050797087936257
65.623,0.084544,-0.039374,0.184273,0.012932,idle,1,0.019000000000005457,0.060480384293174025
65.643,0.026438,-0.059892,0.317308,-0.001633,idle,1,0.01999999999999602,0.06056100285945853
65.663,0.058371,0.169516,0.245307,0.032597,idle,1,0.01999999999999602,0.060553231991457096
65.683,0.131787,-0.052576,0.284812,0.015563,idle,1,0.020000000000010232,0.060532851627538804
65.703,0.108167,-0.046857,0.182881,0.003079,idle,1,0.01999999999999602,0.06052670547509671
65.723,0.106586,0.02411,0.050059,0.007285,idle,1,0.01999999999999602,0.0604822151740995
65.743,0.049782,0.138988,0.169218,0.033626,idle,1,0.01999999999999602,0.06038190454733308
65.763,0.080999,0.068153,0.27937,0.040531,idle,1,0.020000000000010232,0.06028515869914771
65.782,0.154395,0.078939,-0.030573,0.048213,idle,1,0.018999999999991246,0.060208921162705445
65.803,-0.089713,-0.097088,-0.050212,0.019152,idle,1,0.021000000000000796,0.060147912912291115
65.822,0.040572,0.053229,-0.152001,0.025968,idle,1,0.019000000000005457,0.060101228662943866
65.842,-0.165066,-0.151417,0.059039,-0.009509,idle,1,0.01999999999999602,0.0602067105854716
65.863,0.106369,0.005374,-0.133707,-0.006533,idle,1,0.021000000000000796,0.06029947721657152
65.882,0.147353,-0.030624,-0.160455,-0.011351,idle,1,0.019000000000005457,0.06044226067164765
65.902,0.108743,-0.197611,-0.049172,-0.048603,idle,1,0.01999999999999602,0.06096339793239088
65.921,0.092036,0.008854,-0.181949,-0.037112,idle,1,0.019000000000005457,0.061291179157024665
65.941,0.144617,0.041605,-0.198655,-0.021368,idle,1,0.01999999999999602,0.0613463732374646
65.961,0.088341,-0.014703,-0.259026,-0.020035,idle,1,0.01999999999999602,0.06114979519335616
65.981,0.147508,-0.04557,-0.239097,-0.025142,idle,1,0.01999999999999602,0.06064504079342241
66.005,0.141029,0.034542,-0.087217,-0.013205,idle,1,0.02400000000000091,0.059743723869098424
66.021,0.145945,-0.04018,-0.068344,-0.0186,idle,1,0.016000000000005343,0.058692040583593376
66.04,0.145394,0.033664,-0.159126,-0.008148,idle,1,0.019000000000005457,0.057507805671205024
66.061,0.173234,0.134235,-0.313834,0.020329,idle,1,0.021000000000000796,0.05631093452378974
66.081,0.232073,0.468483,-0.245187,0.10996,idle,1,0.01999999999999602,0.05604045082545565
66.101,0.085725,-0.271085,-0.285437,0.033751,idle,1,0.01999999999999602,0.0552866063694674
66.12,0.104494,-0.075524,-0.450748,0.011896,idle,1,0.019000000000005457,0.05473500847884563
66.14,0.019525,-0.140823,-0.488257,-0.018648,idle,1,0.01999999999999602,0.05446595580725531
66.16,0.068766,-0.084401,-0.387814,-0.031799,idle,1,0.01999999999999602,0.05442223929081453
66.18,-0.024622,-0.090939,-0.242645,-0.043627,idle,1,0.020000000000010232,0.05454066595614142
66.2,0.142282,0.104502,-0.205119,-0.014001,idle,1,0.01999999999999602,0.054431957813313246
66.22,0.224334,0.214779,-0.006422,0.031755,idle,1,0.01999999999999602,0.054305720949271184
66.24,0.198659,0.213932,0.077305,0.06819,idle,1,0.01999999999999602,0.05446238469772268
66.259,0.133784,0.112041,0.149279,0.076961,idle,1,0.019000000000005457,0.05477660313026738
66.279,0.173288,0.040297,-0.053109,0.069628,idle,1,0.01999999999999602,0.055050293575095055
66.299,0.20011,0.278076,-0.084563,0.111317,idle,1,0.020000000000010232,0.055835834780506056
66.319,0.148403,0.22587,0.093787,0.134228,idle,1,0.01999999999999602,0.05692220013108722
66.339,0.141091,0.013839,-0.046988,0.11015,idle,1,0.01999999999999602,0.05746457614154026
66.359,0.1184,0.112498,-0.181965,0.11062,idle,1,0.01999999999999602,0.058018628078532336
66.379,0.140455,0.163577,-0.093602,0.121211,idle,1,0.020000000000010232,0.05879460336546316
66.399,0.126431,0.001866,0.05247,0.097342,idle,1,0.01999999999999602,0.059255092887963844
66.418,0.003556,-0.175615,-0.107479,0.042751,idle,1,0.019000000000005457,0.05928652525435151
66.438,0.033151,-0.028934,-0.242879,0.028414,idle,1,0.01999999999999602,0.059240233497292606
66.458,0.013958,-0.025895,-0.050442,0.017552,idle,1,0.01999999999999602,0.05909289424430057
66.478,-0.020299,-0.142323,0.112128,-0.014423,idle,1,0.01999999999999602,0.05901813342924215
66.498,-0.143862,-0.253318,0.069611,-0.062202,idle,1,0.020000000000010232,0.05929012545040582
66.518,-0.260428,-0.242093,0.020168,-0.09818,idle,1,0.01999999999999602,0.05973721108701474
66.538,-0.213839,-0.139676,0.016151,-0.106479,idle,1,0.01999999999999602,0.05978007478485401
66.557,-0.194334,-0.23077,0.227364,-0.131337,idle,1,0.019000000000005457,0.06035385039040245
66.577,-0.462709,-0.477941,0.322699,-0.200658,idle,1,0.01999999999999602,0.06326822708904542
66.599,-0.605944,-0.540974,0.357119,-0.268721,idle,1,0.02200000000000557,0.06863804877084281
66.617,-0.58349,-0.448995,1.026077,-0.304776,descending,1,0.018000000000000682,0.07487173135929875
66.637,-0.436167,0.208723,-0.07923,-0.202076,descending,1,0.01999999999999602,0.07718386631812736
66.657,-0.348513,0.486816,-0.054069,-0.064298,bottom,1,0.01999999999999602,0.07723182049172328
66.677,-0.502241,-0.231532,-0.081647,-0.097745,bottom,1,0.020000000000010232,0.07771214026685966
66.697,-0.284237,0.101535,0.063885,-0.057889,bottom,1,0.01999999999999602,0.0777702564408084
66.717,0.011787,0.429809,-0.056444,0.039651,bottom,1,0.01999999999999602,0.07777153392375742
66.736,-0.095097,0.185209,0.50341,0.068763,bottom,1,0.019000000000005457,0.0781042190376572
66.756,-0.316792,-0.199819,0.413777,0.015046,bottom,1,0.01999999999999602,0.0781065326737079
66.776,-0.073037,0.111805,0.244643,0.034398,bottom,1,0.01999999999999602,0.07816240385954513
66.796,-0.088722,-0.164799,-0.065489,-0.005441,bottom,1,0.020000000000010232,0.0781157346158076
66.816,-0.125795,-0.227655,-0.2028,-0.049884,bottom,1,0.01999999999999602,0.07807038243091359
66.836,-0.067237,-0.033655,0.086551,-0.046638,bottom,1,0.01999999999999602,0.07726269735975741
66.856,-0.176637,-0.18555,-0.174825,-0.074421,bottom,1,0.01999999999999602,0.07621398772680926
66.875,-0.21319,0.082731,-0.217666,-0.042991,bottom,1,0.019000000000005457,0.07535422040723555
66.895,0.052942,0.276825,-0.042451,0.020973,bottom,1,0.01999999999999602,0.07490086256384833
66.915,0.124013,0.301213,0.259725,0.077021,bottom,1,0.020000000000010232,0.07509574952818239
66.935,-0.001073,-0.044477,0.327996,0.052721,bottom,1,0.01999999999999602,0.07515717771408782
66.955,-0.158418,0.152879,0.135511,0.072753,bottom,1,0.01999999999999602,0.07530109911268355
66.975,-0.070575,0.541933,-0.429355,0.166589,bottom,1,0.01999999999999602,0.07691809525635084
66.995,-0.044007,0.423479,0.065518,0.217967,bottom,1,0.020000000000010232,0.07976541841957333
67.015,-0.009451,0.178798,0.065215,0.210133,bottom,1,0.01999999999999602,0.08224640747730161
67.034,0.180093,0.184992,-0.050707,0.205105,bottom,1,0.019000000000005457,0.08450954210608236
67.054,0.098048,0.073955,-0.138191,0.178875,bottom,1,0.01999999999999602,0.08609989713552443
67.074,0.174727,-0.067305,0.104443,0.129639,bottom,1,0.01999999999999602,0.08685395530956998
