timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff
28.106,0.021449,0.046174,-0.064635,0.019346,idle,0,0.020000000000003126
28.126,0.296671,-0.111733,-0.21342,-0.00687,idle,0,0.019999999999999574
28.146,0.021701,0.141192,0.09442,0.022743,idle,0,0.019999999999999574
28.166,0.050027,0.1512,0.151126,0.048434,idle,0,0.019999999999999574
28.186,-0.076829,-0.127904,-0.120921,0.013166,idle,0,0.019999999999999574
28.205,0.241639,0.020143,-0.182131,0.014562,idle,0,0.01899999999999835
28.225,-0.03025,0.164365,0.037482,0.044522,idle,0,0.020000000000003126
28.245,-0.204874,0.108016,0.182752,0.057221,idle,0,0.019999999999999574
28.265,0.051096,0.010482,-0.041816,0.047873,idle,0,0.019999999999999574
28.285,0.057623,-0.074977,-0.161735,0.023303,idle,0,0.019999999999999574
28.304,-0.052288,0.132561,-0.085089,0.045155,idle,0,0.01899999999999835
28.325,-0.21458,-0.018221,0.014868,0.03248,idle,0,0.021000000000000796
28.344,-0.003082,-0.14229,-0.185458,-0.002474,idle,0,0.019000000000001904
28.364,-0.049852,-0.088845,-0.192456,-0.019749,idle,0,0.019999999999999574
28.385,-0.081792,0.121523,0.068553,0.008506,idle,0,0.021000000000000796
28.404,-0.278326,0.059455,0.108357,0.018696,idle,0,0.01899999999999835
28.424,-0.10803,-0.092171,-0.055939,-0.003478,idle,0,0.019999999999999574
28.444,-0.12663,-0.061275,-0.044903,-0.015037,idle,0,0.019999999999999574
28.464,-0.204015,0.115424,0.042718,0.011055,idle,0,0.019999999999999574
28.484,-0.309104,0.025111,0.099869,0.013866,idle,0,0.020000000000003126
28.503,-0.20425,-0.083035,-0.115447,-0.005514,idle,0,0.01899999999999835
28.523,-0.147712,-0.114656,-0.179419,-0.027342,idle,0,0.019999999999999574
28.543,-0.242234,-0.039917,-0.044707,-0.029857,idle,0,0.019999999999999574
28.563,-0.363152,-0.125974,-0.095733,-0.049081,idle,0,0.019999999999999574
28.583,-0.19816,-0.09358,-0.1022,-0.05798,idle,0,0.019999999999999574
28.603,-0.144479,-0.033991,-0.11749,-0.053183,idle,0,0.020000000000003126
28.623,-0.214104,-0.020612,-0.020992,-0.046668,idle,0,0.019999999999999574
28.642,-0.228466,-0.040185,-0.040129,-0.045372,idle,0,0.01899999999999835
28.662,-0.106865,-0.059787,-0.067639,-0.048255,idle,0,0.019999999999999574
28.682,-0.11245,-0.019497,-0.050562,-0.042503,idle,0,0.019999999999999574
28.702,-0.083671,-0.027102,-0.080249,-0.039423,idle,0,0.020000000000003126
28.722,-0.120706,-0.047441,-0.012723,-0.041026,idle,0,0.019999999999999574
28.742,-0.03333,0.042308,0.028917,-0.02436,idle,0,0.019999999999999574
28.762,0.040099,0.064806,-0.071281,-0.006526,idle,0,0.019999999999999574
28.788,-0.071994,-0.108805,-0.051355,-0.026982,idle,0,0.0259999999999998
28.804,0.006541,0.033862,0.056301,-0.014813,idle,0,0.015999999999998238
28.821,-0.040235,0.013373,0.03847,-0.009176,idle,0,0.017000000000003013
28.841,-0.031465,0.004117,-0.177279,-0.006518,idle,0,0.019999999999999574
28.861,0.047076,-0.002901,-0.035378,-0.005794,idle,0,0.019999999999999574
28.881,-0.024054,-0.02388,0.086184,-0.009411,idle,0,0.019999999999999574
28.901,-0.074543,-0.02182,-0.009966,-0.011893,idle,0,0.019999999999999574
28.921,0.003243,0.07707,-0.074253,0.0059,idle,0,0.019999999999999574
28.94,0.041171,0.011161,-0.093041,0.006952,idle,0,0.019000000000001904
28.96,-0.169712,-0.06303,0.121704,-0.007044,idle,0,0.019999999999999574
28.98,0.049472,-0.035122,-0.081482,-0.01266,idle,0,0.019999999999999574
29.0,-0.027337,0.017074,-0.036286,-0.006713,idle,0,0.019999999999999574
29.02,-0.052415,0.145808,0.024439,0.023791,idle,0,0.019999999999999574
29.04,-0.061393,-0.056473,-0.009453,0.007738,idle,0,0.019999999999999574
29.06,-0.028847,-0.082374,0.039209,-0.010284,idle,0,0.019999999999999574
29.08,0.045959,0.101581,-0.061027,0.012089,idle,0,0.019999999999999574
29.1,-0.089517,0.036881,-0.096738,0.017047,idle,0,0.020000000000003126
29.119,-0.033063,-0.010872,0.011311,0.011464,idle,0,0.01899999999999835
29.139,-0.023232,-0.02079,0.147374,0.005013,idle,0,0.019999999999999574
29.159,0.002743,0.024251,-0.048173,0.00886,idle,0,0.019999999999999574
29.179,0.010243,-0.026174,-0.11927,0.001854,idle,0,0.019999999999999574
29.199,0.086003,0.010991,-0.083015,0.003681,idle,0,0.020000000000003126
29.219,-0.140915,-0.010338,0.268709,0.000877,idle,0,0.019999999999999574
29.239,0.010603,0.04386,-0.021841,0.009474,idle,0,0.019999999999999574
29.258,0.048193,-0.072397,-0.214776,-0.0069,idle,0,0.01899999999999835
29.278,0.079977,0.038734,0.003613,0.002226,idle,0,0.019999999999999574
29.298,-0.049101,0.008309,0.178699,0.003443,idle,0,0.019999999999999574
29.318,-0.056827,0.089485,0.086244,0.020651,idle,0,0.020000000000003126
29.338,0.08062,-0.107294,-0.13237,-0.004938,idle,0,0.019999999999999574
29.358,0.077019,0.078762,0.019285,0.011802,idle,0,0.019999999999999574
29.378,-0.137241,0.08313,0.097176,0.026068,idle,0,0.019999999999999574
29.398,0.174732,0.025591,-0.067676,0.025972,idle,0,0.019999999999999574
29.417,0.010713,-0.025145,0.077604,0.015749,idle,0,0.019000000000001904
29.437,0.067283,0.069122,0.173529,0.026423,idle,0,0.019999999999999574
29.457,-0.014046,0.036809,-0.029138,0.028501,idle,0,0.019999999999999574
29.477,0.171223,0.022184,-0.050878,0.027237,idle,0,0.019999999999999574
29.497,0.096047,-0.090158,0.069262,0.003758,idle,0,0.019999999999999574
29.517,0.049325,0.092922,0.206583,0.021591,idle,0,0.019999999999999574
29.537,0.061418,0.02529,-0.038162,0.022331,idle,0,0.019999999999999574
29.556,0.147566,-0.0498,-0.041287,0.007905,idle,0,0.019000000000001904
29.576,0.136935,-0.018853,0.091441,0.002553,idle,0,0.019999999999999574
29.596,0.047161,0.031814,0.132465,0.008405,idle,0,0.019999999999999574
29.616,0.075213,0.03085,0.011489,0.012894,idle,0,0.019999999999999574
29.636,0.14238,-0.063009,-0.050084,-0.002286,idle,0,0.019999999999999574
29.656,0.082714,-0.049443,0.052277,-0.011718,idle,0,0.019999999999999574
29.676,0.076708,0.00235,0.114144,-0.008904,idle,0,0.019999999999999574
29.696,0.052279,-0.074796,-0.096438,-0.022082,idle,0,0.020000000000003126
29.715,0.088658,-0.027249,0.000711,-0.023116,idle,0,0.01899999999999835
29.735,0.054703,-0.001449,0.100708,-0.018782,idle,0,0.019999999999999574
29.755,0.085491,-0.082374,0.034044,-0.031501,idle,0,0.019999999999999574
29.775,0.031786,-0.071669,-0.018909,-0.039534,idle,0,0.019999999999999574
